"","urbrur","hhsize","statocc","rooms","bedrooms","floor","walls","roof","electricity","cook_fuel","phone","cell","car","bicycle","motorcycle","refrigerator","tv","radio","bank","exp_01","exp_02","exp_03","exp_04","exp_05","exp_06","exp_07","exp_08","exp_09","exp_10","exp_11","exp_12"
"6447","Rural",5,"Owned",4,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes",5615,65,1515,5766,882,534,1485,1543,522,1339,533,1410
"6448","Rural",7,"Owned",1,1,"Earth","Other","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",4391,87,419,645,481,86,207,203,131,146,665,290
"6449","Urban",4,"Owned",5,2,"Cement","Brick","Other","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","No",3976,53,897,3882,538,415,709,478,390,1287,201,1028
"6450","Urban",1,"Rented",2,1,"Other","Brick","Metal","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2815,82,583,6211,1485,179,1228,1092,343,338,1033,847
"6451","Rural",4,"Owned",1,1,"Cement","Brick","Metal","Yes","Wood","No","No","No","No","No","No","Yes","No","No",7143,215,323,1558,265,117,648,24,152,151,342,146
"6452","Rural",6,"Owned",1,1,"Cement","Brick","Metal","No","Wood","No","No","No","No","No","No","No","No","No",5482,268,227,715,181,60,541,20,70,54,122,79
"6453","Urban",4,"Owned",3,2,"Other","Cardboard","Scrap","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",5510,43,783,3960,646,232,493,913,199,393,432,827
"6454","Urban",6,"Owned",2,1,"Cement","Brick","Concrete","Yes","Gas","Yes","No","No","No","No","Yes","Yes","Yes","Yes",4397,32,831,3571,337,334,464,679,236,1096,298,796
"6455","Rural",3,"Owned",1,1,"Earth","Brick","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3533,308,185,744,164,58,129,12,34,30,61,66
"6456","Rural",3,"Free",3,1,"Earth","Wood","Thatch","Yes","Petroleum","No","Yes","No","No","No","No","No","Yes","No",3364,153,278,712,327,311,332,110,290,32,74,129
"6457","Rural",8,"Owned",2,1,"Earth","Metal","Metal","No","Wood","Yes","No","No","No","No","No","No","No","No",6725,61,545,1784,679,70,149,188,48,119,1381,400
"6458","Rural",3,"Owned",5,3,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2608,35,657,2645,299,247,710,415,176,411,138,740
"6459","Rural",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2556,24,708,2519,292,270,1431,350,191,723,253,762
"6460","Rural",4,"Owned",2,1,"Earth","Adobe","Metal","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","No",4660,97,614,494,566,338,751,120,473,206,87,225
"6461","Rural",3,"Owned",3,2,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",3698,271,275,1314,217,103,185,14,56,97,52,338
"6462","Urban",6,"Rented",5,3,"Other","Brick","Asphalt","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6329,96,1564,7970,1100,727,1769,1659,743,2924,806,1536
"6463","Rural",4,"Owned",3,2,"Earth","Adobe","Scrap","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2832,90,250,297,312,132,143,5,46,80,18,78
"6464","Rural",4,"Owned",1,1,"Earth","Adobe","Wood","No","Wood","No","No","No","No","No","No","No","No","No",2044,96,294,764,380,79,129,31,39,55,220,127
"6465","Urban",5,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","No","Yes",5455,100,1311,6087,556,593,3235,896,376,883,511,1506
"6466","Rural",3,"Owned",4,3,"Cement","Brick","Concrete","Yes","Wood","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2870,51,781,3798,399,230,1588,381,216,634,463,1102
"6467","Rural",6,"Owned",4,3,"Earth","Adobe","Metal","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",8285,38,1058,1999,2781,1294,2946,461,1665,398,99,930
"6468","Rural",3,"Owned",4,1,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","No","No","No",2867,680,155,791,229,66,132,13,51,32,41,95
"6469","Urban",4,"Owned",1,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",2768,30,647,2537,201,163,452,248,120,271,266,891
"6470","Urban",4,"Owned",3,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4212,60,724,4526,371,426,850,508,318,719,229,985
"6471","Rural",3,"Owned",3,2,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","No","No","Yes","No","No",3833,30,354,909,622,278,583,28,694,53,31,367
"6472","Rural",4,"Owned",1,1,"Earth","Adobe","Metal","No","Other","No","No","No","No","No","No","No","No","No",2439,119,258,228,239,78,88,5,19,34,40,49
"6473","Rural",5,"Owned",5,3,"Cement","Brick","Concrete","Yes","Coal","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3513,67,966,4434,463,194,1672,295,367,959,530,1205
"6474","Rural",4,"Owned",3,2,"Cement","Brick","Metal","Yes","Gas","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",3269,63,712,3279,612,274,3513,467,301,319,458,1184
"6475","Rural",8,"Owned",6,5,"Earth","Adobe","Slate","No","Wood","No","No","No","No","No","No","No","Yes","No",3598,437,380,512,331,84,192,37,49,63,75,111
"6476","Rural",4,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4642,212,471,314,391,77,363,279,127,153,205,198
"6477","Rural",3,"Owned",1,1,"Earth","Brick","Metal","Yes","Wood","No","No","No","No","No","No","No","Yes","No",2693,27,315,1098,174,87,116,6,26,73,174,387
"6478","Rural",4,"Owned",2,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",3082,261,264,356,241,51,137,30,45,59,84,82
"6479","Rural",3,"Rented",1,0,"Cement","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",3250,111,465,495,250,69,385,228,127,159,378,203
"6480","Rural",5,"Owned",2,1,"Earth","Adobe","Scrap","Yes","Wood","No","No","No","No","No","No","No","No","No",3043,96,276,359,294,121,97,5,28,113,45,80
"6481","Rural",4,"Owned",2,2,"Cement","Adobe","Metal","Yes","Wood","No","No","No","No","Yes","Yes","Yes","No","No",5049,79,688,1273,405,86,452,88,145,682,387,525
"6482","Rural",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes",2458,25,723,2723,360,271,1807,366,199,502,325,784
"6483","Rural",4,"Owned",3,2,"Earth","Wood","Metal","Yes","Wood","No","No","No","No","Yes","Yes","Yes","Yes","No",4467,36,547,807,1310,306,1004,38,938,122,75,456
"6484","Rural",5,"Owned",4,3,"Cement","Brick","Metal","Yes","Petroleum","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",6083,213,1521,5490,1011,418,1147,1125,736,790,650,1636
"6485","Rural",6,"Owned",1,1,"Earth","Wood","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",4858,20,542,708,559,380,378,50,198,108,174,276
"6486","Urban",10,"Owned",1,1,"Cement","Brick","Concrete","No","Wood","No","No","No","No","No","No","No","Yes","No",5089,186,1078,2859,357,248,407,86,241,1223,297,907
"6487","Rural",6,"Rented",4,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",2300,32,543,2426,171,175,967,133,97,507,176,608
"6488","Urban",4,"Rented",2,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2863,42,576,2583,174,208,453,300,118,335,194,756
"6489","Rural",4,"Owned",2,2,"Earth","Brick","Concrete","No","Wood","No","No","No","Yes","No","No","No","Yes","No",3115,378,451,1371,306,84,215,26,93,225,116,250
"6490","Rural",5,"Free",4,2,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",3873,381,398,425,326,73,211,60,73,93,99,122
"6491","Rural",3,"Owned",4,2,"Earth","Brick","Slate","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",3568,680,481,1040,613,161,342,185,153,82,161,219
"6492","Rural",5,"Owned",2,1,"Earth","Wood","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",6104,119,269,771,282,237,438,100,209,51,158,79
"6493","Urban",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",3821,37,788,4307,354,421,1908,333,214,534,242,1099
"6494","Rural",3,"Owned",2,1,"Earth","Brick","Other","Yes","Wood","No","No","No","No","No","Yes","Yes","No","No",3400,39,462,2518,183,101,207,71,60,266,289,832
"6495","Urban",4,"Owned",3,1,"Other","Brick","Concrete","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",2033,28,427,2103,105,90,243,68,74,473,188,477
"6496","Urban",4,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",3283,44,561,2353,226,131,315,98,100,260,178,763
"6497","Rural",6,"Owned",2,1,"Earth","Wood","Metal","Yes","Wood","No","Yes","No","No","No","No","No","No","No",5438,130,352,1012,297,171,428,116,168,73,405,183
"6498","Rural",9,"Owned",7,4,"Earth","Adobe","Thatch","No","Wood","No","Yes","No","No","No","No","No","No","Yes",4203,281,362,355,319,75,250,154,86,98,79,127
"6499","Rural",8,"Owned",4,1,"Earth","Adobe","Other","No","Other","No","Yes","No","No","No","No","No","Yes","No",4699,227,494,384,380,182,280,33,55,85,38,130
"6500","Rural",8,"Owned",6,3,"Earth","Brick","Metal","No","Wood","No","No","No","Yes","No","No","No","Yes","No",5595,991,409,1053,457,140,424,20,120,130,67,192
"6501","Rural",5,"Owned",4,3,"Cement","Brick","Other","Yes","Gas","No","Yes","No","Yes","No","No","Yes","Yes","No",3701,36,745,2887,203,262,475,169,120,450,201,757
"6502","Rural",4,"Owned",3,3,"Earth","Cardboard","Other","No","Wood","No","No","Yes","No","No","No","No","Yes","Yes",4806,396,341,583,274,78,1262,18,87,106,43,101
"6503","Rural",6,"Owned",1,0,"Cement","Cardboard","Metal","No","Wood","No","No","No","No","No","No","Yes","No","No",6331,276,347,692,274,80,1161,41,179,208,224,98
"6504","Rural",6,"Owned",3,2,"Cement","Adobe","Slate","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","No","No",4257,15,690,1603,1191,567,626,379,469,425,116,474
"6505","Rural",4,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",2336,29,529,2188,147,130,356,169,75,375,167,605
"6506","Rural",7,"Owned",2,1,"Cement","Wood","Metal","Yes","Coal","No","Yes","No","No","No","Yes","Yes","Yes","Yes",9678,224,946,2704,712,209,2224,489,816,621,1164,490
"6507","Urban",3,"Owned",1,1,"Other","Brick","Concrete","Yes","Petroleum","No","Yes","No","No","Yes","Yes","Yes","No","No",2650,75,972,2986,383,179,555,492,314,727,852,891
"6508","Rural",4,"Owned",1,1,"Cement","Brick","Concrete","Yes","Wood","No","Yes","No","Yes","No","No","No","Yes","No",3840,90,958,2003,314,138,492,193,217,917,378,686
"6509","Rural",4,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",2739,52,295,411,239,64,157,17,52,57,138,118
"6510","Urban",4,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes",3833,63,1120,5701,1146,506,3794,1617,771,1210,736,1179
"6511","Rural",3,"Owned",4,1,"Other","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",2467,35,746,3151,484,305,2483,444,255,411,321,820
"6512","Urban",7,"Owned",1,1,"Cement","Brick","Metal","Yes","Petroleum","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3169,126,809,2556,581,179,2633,538,422,412,530,934
"6513","Rural",3,"Owned",2,2,"Earth","Brick","Thatch","Yes","Wood","No","Yes","No","Yes","No","No","Yes","Yes","No",4364,187,354,1198,295,172,426,169,268,93,191,220
"6514","Rural",7,"Owned",4,2,"Earth","Brick","Metal","No","Wood","No","No","No","No","No","No","No","Yes","No",3789,297,221,1164,215,121,142,7,49,85,25,237
"6515","Rural",4,"Owned",4,1,"Cement","Brick","Metal","Yes","Wood","No","Yes","No","No","No","No","No","Yes","Yes",2581,53,458,1990,181,142,309,159,106,465,121,494
"6516","Urban",5,"Owned",1,0,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",3316,38,770,2589,241,248,568,283,178,948,373,726
"6517","Rural",4,"Owned",2,2,"Earth","Adobe","Wood","Yes","Wood","No","No","No","No","No","No","No","No","No",1973,224,291,660,312,123,127,15,42,39,85,85
"6518","Rural",4,"Owned",1,1,"Earth","Metal","Metal","Yes","Wood","No","No","No","No","No","Yes","Yes","No","No",3818,16,219,1122,524,27,107,45,27,59,688,446
"6519","Rural",4,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",3177,35,857,2979,296,265,664,314,179,652,171,932
"6520","Rural",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes",4571,56,1076,4510,540,420,2913,796,307,884,519,1320
"6521","Rural",4,"Rented",4,3,"Wood","Concrete","Concrete","Yes","Gas","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes",7260,59,1246,2804,2910,1143,4087,490,1846,433,89,1040
"6522","Rural",4,"Owned",1,1,"Earth","Adobe","Thatch","No","Wood","No","No","No","No","No","No","No","No","No",2157,142,180,250,165,37,95,24,30,50,71,60
"6523","Urban",6,"Owned",2,2,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","Yes",3003,44,535,2273,149,152,363,80,100,657,221,664
"6524","Rural",3,"Owned",2,1,"Cement","Brick","Scrap","Yes","Coal","No","No","No","No","No","No","Yes","Yes","No",5034,171,423,1881,264,88,524,38,184,281,396,239
"6525","Urban",5,"Owned",3,3,"Earth","Wood","Thatch","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",4931,224,400,1296,271,180,492,282,240,117,205,227
"6526","Rural",5,"Owned",3,2,"Other","Brick","Concrete","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","No",3214,29,783,3289,200,175,449,144,111,592,285,919
"6527","Rural",8,"Owned",5,3,"Earth","Adobe","Metal","No","Other","No","No","No","No","No","No","No","No","No",3284,170,374,359,361,160,178,7,37,78,27,85
"6528","Rural",7,"Owned",4,3,"Cement","Adobe","Wood","Yes","Gas","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes",4710,40,1044,2294,1187,472,3481,410,676,1029,316,755
"6529","Rural",8,"Owned",2,2,"Cement","Brick","Metal","No","Other","No","Yes","No","Yes","No","No","No","Yes","No",5706,393,536,791,397,154,679,139,129,234,171,297
"6530","Urban",7,"Owned",5,3,"Earth","Brick","Other","No","Wood","No","Yes","No","Yes","No","No","No","No","No",3650,404,669,1339,749,392,449,315,271,255,175,414
"6531","Urban",4,"Owned",1,1,"Cement","Other","Metal","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","Yes",4859,123,873,1042,1009,315,1110,805,628,303,726,745
"6532","Rural",3,"Owned",2,1,"Earth","Adobe","Wood","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3808,117,525,896,737,224,588,308,472,88,177,323
"6533","Rural",4,"Owned",3,2,"Earth","Adobe","Other","Yes","Wood","No","Yes","No","No","No","No","No","Yes","No",4103,57,385,1398,348,122,225,113,66,79,351,285
"6534","Rural",4,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes",2066,24,481,2436,201,175,1167,116,104,344,140,595
"6535","Rural",10,"Owned",3,2,"Earth","Brick","Slate","Yes","Wood","No","No","No","No","No","Yes","Yes","Yes","No",5774,94,819,3440,275,252,419,62,112,517,336,1474
"6536","Rural",8,"Owned",6,5,"Cement","Concrete","Metal","Yes","Wood","No","Yes","No","No","No","No","Yes","No","Yes",8148,79,1230,2539,926,259,936,647,340,1451,1044,670
"6537","Rural",5,"Owned",3,1,"Cement","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","No","Yes","No",3912,147,557,2851,227,164,369,45,141,525,183,609
"6538","Rural",4,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","No","No","No","No","No","Yes","Yes","No",3873,34,655,2452,198,96,316,58,63,489,433,696
"6539","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3907,70,829,4218,278,312,759,497,201,610,385,932
"6540","Rural",3,"Owned",1,1,"Cement","Adobe","Thatch","Yes","Wood","No","Yes","No","No","No","Yes","Yes","Yes","Yes",4955,139,662,507,559,93,766,583,334,275,423,358
"6541","Rural",3,"Owned",1,1,"Earth","Brick","Metal","No","Wood","No","Yes","No","Yes","No","No","No","Yes","No",3809,243,272,425,231,83,329,146,116,64,135,109
"6542","Urban",3,"Owned",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",3481,115,806,2930,348,228,989,612,293,421,458,1033
"6543","Urban",4,"Free",1,1,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes",3790,92,788,2120,424,246,680,407,252,390,441,972
"6544","Rural",3,"Owned",2,1,"Earth","Wood","Metal","Yes","Gas","No","No","No","No","Yes","Yes","Yes","Yes","No",4476,49,376,1902,393,81,386,76,92,130,304,645
"6545","Urban",2,"Rented",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","No","No","No","Yes","Yes",2010,41,560,2018,172,193,591,415,173,223,340,671
"6546","Rural",3,"Owned",1,1,"Earth","Wood","Thatch","No","Wood","No","No","No","No","No","No","No","Yes","No",3562,85,167,583,184,50,144,14,51,25,109,89
"6547","Rural",6,"Owned",2,2,"Other","Brick","Concrete","Yes","Wood","No","No","No","No","Yes","Yes","No","No","No",2945,51,613,2813,205,126,378,72,112,460,176,944
"6548","Urban",11,"Owned",3,2,"Cement","Adobe","Concrete","Yes","Gas","No","No","No","No","Yes","No","Yes","Yes","No",4177,14,479,2038,426,604,312,37,253,303,74,490
"6549","Rural",5,"Owned",5,2,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",2601,27,670,2964,277,274,1357,231,168,665,155,762
"6550","Rural",8,"Owned",1,1,"Cement","Wood","Metal","No","Wood","No","Yes","No","No","No","No","No","Yes","No",7632,206,819,1323,478,193,1375,358,425,505,807,315
"6551","Urban",5,"Free",2,1,"Cement","Brick","Other","Yes","Gas","No","No","No","No","No","No","Yes","Yes","No",2984,33,449,1858,122,155,269,48,74,338,147,530
"6552","Urban",5,"Owned",1,1,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes",4038,42,907,3211,295,319,610,389,189,661,277,1140
"6553","Urban",1,"Owned",2,1,"Earth","Brick","Metal","Yes","Gas","No","No","No","No","No","Yes","Yes","Yes","No",1300,20,79,2164,101,115,124,63,28,11,54,190
"6554","Rural",3,"Owned",1,1,"Earth","Adobe","Thatch","Yes","Wood","No","No","No","No","No","No","No","Yes","No",3222,141,333,322,247,114,190,23,62,66,85,112
"6555","Rural",11,"Owned",4,3,"Cement","Brick","Concrete","No","Other","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No",4737,129,1636,3975,473,395,831,314,376,2456,316,1344
"6556","Rural",4,"Owned",5,3,"Cement","Brick","Metal","Yes","Gas","No","Yes","No","No","No","Yes","Yes","Yes","Yes",5363,98,1415,4364,702,482,1347,680,405,1098,206,1736
"6557","Urban",7,"Rented",1,1,"Earth","Brick","Concrete","Yes","Wood","No","No","No","No","No","No","Yes","No","No",3727,124,727,2359,256,270,263,40,123,515,337,953
"6558","Urban",6,"Owned",4,3,"Cement","Brick","Concrete","Yes","Gas","No","No","Yes","No","No","Yes","Yes","Yes","Yes",3519,36,750,4079,340,469,1632,358,242,687,195,898
"6559","Rural",5,"Owned",5,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes",3178,53,868,3302,333,318,1968,469,213,748,292,907
"6560","Rural",5,"Owned",3,2,"Cement","Wood","Other","Yes","Wood","No","No","No","No","No","No","Yes","Yes","No",7006,161,544,1980,359,145,568,21,209,311,241,301
"6561","Rural",4,"Owned",4,3,"Other","Brick","Concrete","Yes","Gas","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",4548,56,1363,5062,1066,536,3979,1129,526,1296,643,1396
"6562","Rural",4,"Owned",1,1,"Earth","Cardboard","Scrap","No","Wood","No","No","No","No","No","No","No","Yes","No",4092,70,305,1117,393,47,151,15,44,84,307,235
"6563","Urban",5,"Owned",4,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","Yes","No","No",3641,36,722,3676,334,469,660,479,242,609,199,971
"6564","Rural",8,"Owned",5,3,"Cement","Brick","Metal","No","Wood","No","Yes","No","Yes","Yes","No","Yes","Yes","Yes",8512,365,1336,3532,750,351,1236,423,501,992,350,954
"6565","Rural",11,"Owned",2,2,"Earth","Adobe","Wood","No","Other","No","No","No","No","No","No","No","No","No",2948,310,585,710,590,231,134,19,50,65,98,111
"6566","Urban",4,"Owned",2,2,"Other","Wood","Metal","Yes","Petroleum","No","Yes","No","No","Yes","Yes","Yes","No","Yes",4977,89,1096,2071,935,194,588,529,560,639,615,643
"6567","Urban",2,"Owned",1,1,"Cement","Concrete","Metal","Yes","Petroleum","Yes","Yes","No","No","No","Yes","No","Yes","Yes",2902,163,599,1460,413,118,432,474,151,129,357,410
"6568","Urban",3,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","No","Yes","No","No","Yes","Yes","No","No","No",2623,41,656,2877,210,200,492,364,157,675,314,734
"6569","Rural",5,"Owned",3,2,"Cement","Brick","Concrete","Yes","Gas","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes",2996,27,719,2444,281,230,557,503,173,675,225,750
